1	,	0	,	.0200002	,	0.0
2	,	0	,	.0199995	,	.0040000
3	,	0	,	0.0	,	.0040000
4	,	0	,	0.0	,	0.0
5	,	0	,	.0750000	,	0.0
6	,	0	,	.0750000	,	.0040000
7	,	0	,	.0200002	,	.4000-03
8	,	0	,	.0200001	,	.8000-03
9	,	0	,	.0200000	,	.0012000
10	,	0	,	.0199999	,	.0016000
11	,	0	,	.0199999	,	.0020000
12	,	0	,	.0199998	,	.0024000
13	,	0	,	.0199997	,	.0028000
14	,	0	,	.0199996	,	.0032000
15	,	0	,	.0199996	,	.0036000
16	,	0	,	.0195995	,	.0040000
17	,	0	,	.0191995	,	.0040000
18	,	0	,	.0187995	,	.0040000
19	,	0	,	.0183995	,	.0040000
20	,	0	,	.0179996	,	.0040000
21	,	0	,	.0175996	,	.0040000
22	,	0	,	.0171996	,	.0040000
23	,	0	,	.0167996	,	.0040000
24	,	0	,	.0163996	,	.0040000
25	,	0	,	.0159996	,	.0040000
26	,	0	,	.0155996	,	.0040000
27	,	0	,	.0151996	,	.0040000
28	,	0	,	.0147996	,	.0040000
29	,	0	,	.0143996	,	.0040000
30	,	0	,	.0139997	,	.0040000
31	,	0	,	.0135997	,	.0040000
32	,	0	,	.0131997	,	.0040000
33	,	0	,	.0127997	,	.0040000
34	,	0	,	.0123997	,	.0040000
35	,	0	,	.0119997	,	.0040000
36	,	0	,	.0115997	,	.0040000
37	,	0	,	.0111997	,	.0040000
38	,	0	,	.0107997	,	.0040000
39	,	0	,	.0103997	,	.0040000
40	,	0	,	.0099998	,	.0040000
41	,	0	,	.0095998	,	.0040000
42	,	0	,	.0091998	,	.0040000
43	,	0	,	.0087998	,	.0040000
44	,	0	,	.0083998	,	.0040000
45	,	0	,	.0079998	,	.0040000
46	,	0	,	.0075998	,	.0040000
47	,	0	,	.0071998	,	.0040000
48	,	0	,	.0067998	,	.0040000
49	,	0	,	.0063998	,	.0040000
50	,	0	,	.0059999	,	.0040000
51	,	0	,	.0055999	,	.0040000
52	,	0	,	.0051999	,	.0040000
53	,	0	,	.0047999	,	.0040000
54	,	0	,	.0043999	,	.0040000
55	,	0	,	.0039999	,	.0040000
56	,	0	,	.0035999	,	.0040000
57	,	0	,	.0031999	,	.0040000
58	,	0	,	.0027999	,	.0040000
59	,	0	,	.0023999	,	.0040000
60	,	0	,	.0020000	,	.0040000
61	,	0	,	.0016000	,	.0040000
62	,	0	,	.0012000	,	.0040000
63	,	0	,	.8000-03	,	.0040000
64	,	0	,	.4000-03	,	.0040000
65	,	0	,	0.0	,	.0036000
66	,	0	,	0.0	,	.0032000
67	,	0	,	0.0	,	.0028000
68	,	0	,	0.0	,	.0024000
69	,	0	,	0.0	,	.0020000
70	,	0	,	0.0	,	.0016000
71	,	0	,	0.0	,	.0012000
72	,	0	,	0.0	,	.8000-03
73	,	0	,	0.0	,	.4000-03
74	,	0	,	.4000-03	,	0.0
75	,	0	,	.8000-03	,	0.0
76	,	0	,	.0012000	,	0.0
77	,	0	,	.0016000	,	0.0
78	,	0	,	.0020000	,	0.0
79	,	0	,	.0024000	,	0.0
80	,	0	,	.0028000	,	0.0
81	,	0	,	.0032000	,	0.0
82	,	0	,	.0036000	,	0.0
83	,	0	,	.0040001	,	0.0
84	,	0	,	.0044001	,	0.0
85	,	0	,	.0048001	,	0.0
86	,	0	,	.0052001	,	0.0
87	,	0	,	.0056001	,	0.0
88	,	0	,	.0060001	,	0.0
89	,	0	,	.0064001	,	0.0
90	,	0	,	.0068001	,	0.0
91	,	0	,	.0072001	,	0.0
92	,	0	,	.0076001	,	0.0
93	,	0	,	.0080001	,	0.0
94	,	0	,	.0084001	,	0.0
95	,	0	,	.0088001	,	0.0
96	,	0	,	.0092001	,	0.0
97	,	0	,	.0096001	,	0.0
98	,	0	,	.0100001	,	0.0
99	,	0	,	.0104001	,	0.0
100	,	0	,	.0108001	,	0.0
101	,	0	,	.0112001	,	0.0
102	,	0	,	.0116001	,	0.0
103	,	0	,	.0120002	,	0.0
104	,	0	,	.0124002	,	0.0
105	,	0	,	.0128002	,	0.0
106	,	0	,	.0132002	,	0.0
107	,	0	,	.0136002	,	0.0
108	,	0	,	.0140002	,	0.0
109	,	0	,	.0144002	,	0.0
110	,	0	,	.0148002	,	0.0
111	,	0	,	.0152002	,	0.0
112	,	0	,	.0156002	,	0.0
113	,	0	,	.0160002	,	0.0
114	,	0	,	.0164002	,	0.0
115	,	0	,	.0168002	,	0.0
116	,	0	,	.0172002	,	0.0
117	,	0	,	.0176002	,	0.0
118	,	0	,	.0180002	,	0.0
119	,	0	,	.0184002	,	0.0
120	,	0	,	.0188002	,	0.0
121	,	0	,	.0192002	,	0.0
122	,	0	,	.0196002	,	0.0
123	,	0	,	.0204410	,	0.0
124	,	0	,	.0208964	,	0.0
125	,	0	,	.0213671	,	0.0
126	,	0	,	.0218534	,	0.0
127	,	0	,	.0223561	,	0.0
128	,	0	,	.0228754	,	0.0
129	,	0	,	.0234122	,	0.0
130	,	0	,	.0239668	,	0.0
131	,	0	,	.0245400	,	0.0
132	,	0	,	.0251323	,	0.0
133	,	0	,	.0257444	,	0.0
134	,	0	,	.0263770	,	0.0
135	,	0	,	.0270306	,	0.0
136	,	0	,	.0277061	,	0.0
137	,	0	,	.0284041	,	0.0
138	,	0	,	.0291255	,	0.0
139	,	0	,	.0298709	,	0.0
140	,	0	,	.0306412	,	0.0
141	,	0	,	.0314373	,	0.0
142	,	0	,	.0322599	,	0.0
143	,	0	,	.0331100	,	0.0
144	,	0	,	.0339885	,	0.0
145	,	0	,	.0348963	,	0.0
146	,	0	,	.0358344	,	0.0
147	,	0	,	.0368038	,	0.0
148	,	0	,	.0378057	,	0.0
149	,	0	,	.0388409	,	0.0
150	,	0	,	.0399108	,	0.0
151	,	0	,	.0410163	,	0.0
152	,	0	,	.0421588	,	0.0
153	,	0	,	.0433394	,	0.0
154	,	0	,	.0445595	,	0.0
155	,	0	,	.0458203	,	0.0
156	,	0	,	.0471232	,	0.0
157	,	0	,	.0484696	,	0.0
158	,	0	,	.0498609	,	0.0
159	,	0	,	.0512987	,	0.0
160	,	0	,	.0527845	,	0.0
161	,	0	,	.0543200	,	0.0
162	,	0	,	.0559067	,	0.0
163	,	0	,	.0575464	,	0.0
164	,	0	,	.0592408	,	0.0
165	,	0	,	.0609918	,	0.0
166	,	0	,	.0628013	,	0.0
167	,	0	,	.0646712	,	0.0
168	,	0	,	.0666035	,	0.0
169	,	0	,	.0686004	,	0.0
170	,	0	,	.0706639	,	0.0
171	,	0	,	.0727964	,	0.0
172	,	0	,	.0750000	,	.4000-03
173	,	0	,	.0750000	,	.8000-03
174	,	0	,	.0750000	,	.0012000
175	,	0	,	.0750000	,	.0016000
176	,	0	,	.0750000	,	.0020000
